id,text,label1,label2,label3
A37,有沒有喜歡哪位明星？,1,0,0
N1586,亮亮可不可以說一下現在版標又是在姆咪啥小,0,0,0
N86,比賽中可以拉筋,0,0,0
N640,我夢想當馬英九,0,0,0
N391,減肥好嗎？,0,0,0
N564,7你是女的還是男的/,0,0,0
A88,準備要回家了,1,0,0
A76,這樣 的 穿搭 可以 遮掉 腿 ， 也 可以 像 仙女 一樣 、 很 氣質 的 ！ ,1,0,0
N31,完全不能理解他們的想法,0,0,0
N118,沒學歷不會讀書就去做工，就這樣，沒什好講的,0,0,0
N995,當然是理組 血肉機器人被金屬機器人取代也是正常的,0,0,0
N1500,拾獲蔡英文再爆卦啦,0,0,0
N641,你可以看春秋戰國更多國更有趣啊,0,0,0
N623,po個跑車鑰匙照片 馬上就解鎖囉,0,0,0
N843,之前看過一個節目是女大生同時交好幾個洋人男友，每,0,0,0
N611,要是送我這種東西 我就當場塞進屁眼,0,0,0
A6,你最近最喜歡哪首歌？,1,0,0
N101,釘蕩貓凶殺小，圖文不符,0,0,0
N654,一個月痛一次是幾小時先說清楚,0,0,0
N1080,你這不是問了嗎,0,0,0
N730,最愛上音樂課了,0,0,0
N497,小時候超愛巧連智的 童年回憶,0,0,0
B258,其實我最不能接受的應該是她在一次選擇了之前帶給他那麼大傷害的人，所以我才不能真的去祝福他們,0,1,0
N230,近距離還不會炸到自己人的設定很莫名其妙,0,0,0
N1319,哈哈哈 動不動就抹人5毛哩 台灣要發春自慰到何時,0,0,0
N166,創業 要先融資,0,0,0
N737,你朋友是買小飛馬還是小飛鷹......,0,0,0
N1827,有部電影就是這樣  害死神繞了一圈處理所有人,0,0,0
A99,我最近真的很懶,1,0,0
N1432,等下 你的暱稱XDDD 你這樣子瑜會哭喔QQ,0,0,0
N485,熱氣球上面有正妹啊，你沒看到？,0,0,0
N962,為什麼會有鴨卡啊哈哈哈哈哈哈哈,0,0,0
N733,開口是性騷好嗎？性侵定義先搞懂,0,0,0
N1512,你不覺得三普到現在做的都是雷聲大雨點小嗎,0,0,0
N1613,跟中華民國斷交啊，台灣為什麼要覺得不捨？,0,0,0
N1761,不喜歡重金屬的外國人也不會認識吧 哪有什麼紅,0,0,0
N1719,乳抬是啥?,0,0,0
C317,他幸福快樂就好，即使陪伴他的不是我，然後就默默的離開療傷,0,0,1
N1889,神明上身 快問下期樂透號碼是多少,0,0,0
B168,你 男友 很 自私 耶 ！,0,1,0
N895,搖落 搖落  搖落  搖   ㄟㄟㄟㄟ,0,0,0
N1066,車子跑在高架段很舒服，新車站很現代化，不錯啊,0,0,0
N855,不要開到內線道就好,0,0,0
N746,直播連結網址呢?,0,0,0
N71,趁他們在恩愛的時候，起床講個夢話,0,0,0
N888,恭喜你當別人小孩老爸了,0,0,0
N1274,我要睡覺啦是你還不睡覺,0,0,0
N1320,不覺得，但的確感覺有部分人在帶風向要黑高雄,0,0,0
N1772,書劍恩仇錄陳加洛最賤 把香香公主送給皇帝,0,0,0
N1026,台灣的問題最大的應該是穩定度,0,0,0
N1276,十零中午要ㄘ什麼,0,0,0
A272,看完的當下縮了一下肛門雖然我是女生...,1,0,0
N389,吃過，是辣版的麻酱/紹子麵,0,0,0
N67,被鞭炮聲嚇的花容失色,0,0,0
N589,二戰歐洲人逃命帶郵票 有一部什麼飯店的有演到,0,0,0
N134,幹 男的也在拍 甲甲膩,0,0,0
N208,台灣政府超沒用的，治安差,0,0,0
N951,好想考茶葉系喔,0,0,0
N1639,台灣一堆毒食物 天天吃麥當勞都比較健康,0,0,0
A138,我最近跑去上鋼琴課,1,0,0
N292,沒被抓過 我妹每天從我媽皮包拿一錢,0,0,0
N517,當沒情人變成普片之後只能自嘲沒朋友啊,0,0,0
N1713,比通靈好太多～場景台詞跟演員飆戲都無法比,0,0,0
A74,字 好好 看 ,1,0,0
N1013,全面落實言論自由還甲甲公道是甚麼意義？具體點好嗎,0,0,0
N1516,這次剛好業力引爆 我才不相信硬拖人下飛機是首次捏,0,0,0
N1262,會業績太爛一直被罵 然後常常在救三寶,0,0,0
N1341,因為台灣現場唱的都在現場唱 你在電腦桌前怎麼聽,0,0,0
N577,你把牠拍得好醜,0,0,0
B174,展現 真正 的 自己很重要,0,1,0
N606,讓我想到龍狼傳的H小說,0,0,0
N1306,有保險套自動販賣機再來講,0,0,0
N647,不然就掃蕩太平天國 大哥說不給吃饅頭 屠了蘇州城,0,0,0
N1812,看你自己覺不覺得讀書能幫助自己未來的事業發展,0,0,0
N1810,都躲在家裡 沒人看的到,0,0,0
N1315,幹 被騙點進來,0,0,0
N336,雞翅 雞米花,0,0,0
N1710,雞塊同家公司 但是材料應該不一樣 味道差蠻多的,0,0,0
N60,我真的不知道社會新鮮人要怎麼過活,0,0,0
A70,起士 控 的 我 表示 ： 把 餅乾 交出來 啊 啊 啊 ,1,0,0
N1079,銀行借錢給有錢人錢莊借錢給窮人,0,0,0
N419,其實打的贏，拔插頭就好,0,0,0
N90,點一首英勇戰士搖搖頭給他,0,0,0
A10,你好,1,0,0
N89,人類會拋棄電磁技術改用齒輪技術,0,0,0
N1428,因為台灣不懂國外大學，回來看起來就有派頭,0,0,0
N943,裝短褲的學生。升旗時也一直念，不知何苦,0,0,0
N1716,踏馬的NBA史上最難看的一場,0,0,0
N359,鞋子我愛你56不能亡,0,0,0
N772,死了還發新聞稿zzz,0,0,0
N1858,無期徒刑假釋門檻是25好嗎 別說出來讓人家笑,0,0,0
N1284,不會 快點去,0,0,0
A59,你是 另 一半要 「 互補 」派 還是 「 相似 」派？,,,
N1077,我都翻他們的垃圾桶找東西吃,0,0,0
N314,希望台灣立法 國家隊徵招強制執行,0,0,0
N635,捕手很貴的 重點是難養成 如果是捕手砲 價錢飛天,0,0,0
N889,學會跟女人交往，跟念文組一樣沒意義,0,0,0
N402,記得有一次，還被胖虎小夫踩過，最後爸爸媽媽很高興,0,0,0
N1147,有獎學金，加上有些歐洲國家學費很低,0,0,0
N1122,目前的狀況黃河長江兩岸都已經都是中國統治的阿,0,0,0
N1403,幹，姆三小，咪三小,0,0,0
N557,U什麼U,0,0,0
N969,聽說原本有一罪叫肥宅，覺得太直接才改成怠惰,0,0,0
N960,可4人家不會喜歡肥宅o'_'o,0,0,0
N612,我也不懂為什麼要問為什麼 這不就事實嗎,0,0,0
N287,沒辦法了 這時候只能期待日本人了,0,0,0
N860,台灣真搖滾幾個唱的比他好,0,0,0
N443,跟“幹你娘”是同樣意思，語助詞,0,0,0
N1619,把外面的皮換成豆皮 裡面換成飯 我都這樣吃,0,0,0
C347,我跟妳挺像的 但我是選擇孤單,0,0,1
N661,不好意思,0,0,0
N494,新聞 熱門時段會一直播同件事,0,0,0
N1109,講真的，不是無聊當有趣。,0,0,0
N1163,霍爾的一棟城堡,0,0,0
A65,前 一陣子 陸陸續續 在 看 一些 皮夾  fennec 的 長 夾 現在 沒 生產 了 超 難過 的   其他 短夾 中 夾 我 又 不 是 很 滿意 但 設計 跟 材質 我 覺得 fennec  應該 是 我 心 中 第一 ,1,0,0
N445,除非愛滋外國人能撐兩年XDD,0,0,0
N91,改成讓分制好了 高種子要讓低種子多少分這樣,0,0,0
N1409,就跟cost down一樣啊 根本沒有這種用法,0,0,0
B250,理財本來就是財不理你你不理財,0,1,0
N581,問問看小宮山先生,0,0,0
N1866,谷連國語都講不標準...沒水準...,0,0,0
A9,滅火器樂團超好聽的,1,0,0
A77,好 的   謝謝 妳   剛 住 一 個 禮拜 真的 很 不 習慣 一直 被 看 的 感覺 ,1,0,0
N1519,這位日男有種莫名的可愛感XDDD,0,0,0
N687,暗三小示 明示就明示啊幹,0,0,0
N435,人 一定要靠自己,0,0,0
N482,你怎麼都不運動啊 好宅喔,0,0,0
A64,好 帥 好 美好 適合 ,1,0,0
N1423,日子好過時間感就很快，我感覺最慢的是當兵那幾年,0,0,0
N1806,天母以外都是南部,0,0,0
N138,媽的超爛!!可是我笑了,0,0,0
A62,你昨天有上課嗎 ,1,0,0
N2,大家真的很討厭這種人,0,0,0
N735,僅限國立+醫科好了,0,0,0
B239,相不相信 遠 距離 ？ ,0,1,0
N1054,不過前一份工作認識一個外國人 後來很麻吉,0,0,0
N652,原物料商沒請人逆,0,0,0
N1296,她當主角的漫畫好像腰斬了 作者根本畫不下去了,0,0,0
N1334,一部跑車囉，你們繼續滅吧祝你們好運唷！對了，我的,0,0,0
N903,聚再一起華八卦感覺好宅,0,0,0
N37,讓自己休息一陣子吧,0,0,0
N1375,妹妹 你的大便也很香嗎,0,0,0
N751,笑到差點喘不過氣來...,0,0,0
N80,美國人很好混的 不能這樣比啊...,0,0,0
N1038,因為沒能力啊  有能力的人會抱怨新水低嗎,0,0,0
N1258,什麼聖潔石ALT粉 以上全部都是好嗎,0,0,0
N674,你連台灣人都不能代表，還要代表全世界？,0,0,0
N1232,哇  你要發了   還不請雞排,0,0,0
N1141,業障重的意思。,0,0,0
N1873,裡面有小精靈啊,0,0,0
N1207,是你手變肥了  不是早餐變小了,0,0,0
A295,你 喜歡 看 電影 嗎 ？ ,1,0,0
N1292,母親是台灣人，女兒是中國人,0,0,0
N280,甲級動員 甲操測考都管休了 備戰,0,0,0
N233,凸( ﾟдﾟ)凸三杯,0,0,0
N96,是跑去哪裡漂泊喇蛤,0,0,0
N480,喝波霸白開水  半糖,0,0,0
A17,我其實不會去在意有沒有人回覆,1,0,0
A69,謝謝 你 的 分享   照片 很 美 ,1,0,0
N930,人屎很營養 高麗菜可以兩倍大 兩倍甜 兩倍營養,0,0,0
N1119,南韓年輕人瘋夾娃娃機 年增500店,0,0,0
N472,為什麼台灣人永遠視轉乘為次等方案。,0,0,0
N39,那你跑一趟囉,0,0,0
N147,像你們這樣的壞女孩，Jojo我要好好的教育你們♥,0,0,0
N1244,"標題是要問""體位""嗎",0,0,0
A287,我遊戲腳色名字叫霸吧,1,0,0
N52,衣服還不是一堆煙味 氣死,0,0,0
A335,我有時候會突然心臟痛痛的但都是一陣一陣,1,0,0
N580,這樣小六才能教自慰阿,0,0,0
N1769,內鬥最會 噁心死了,0,0,0
N1805,瘋子瘋起來沒什兩樣,0,0,0
N1849,麥噹噹之前還把我的餐消掉，說因為跟別人點一樣的，,0,0,0
N1211,萌到腦袋都壞了,0,0,0
N1521,掰噗 正解,0,0,0
N200,國中以前蠻想要有手足 但長大就還好了,0,0,0
N1304,啊就偏時點火系統啊幹,0,0,0
N179,一週約六個，要是女的就不知道會被說的多難聽了,0,0,0
N187,其實p幣蠻好賣的 因為不會因為外掛影響幣值,0,0,0
N26,李修度說：「雖然不能說保護令一核發後就完全沒事，但是會讓你更有安全感」。,0,0,0
N1853,網路剪斷電腦砸爛,0,0,0
A68,好 喜歡 喔 珍藏 起來 ,1,0,0
N1584,10樓30CM黑長直,0,0,0
N412,國軍弟兄記得要求伙房煮熟一點,0,0,0
N1408,全面啟動囉～第幾層？,0,0,0
N894,說一聲listen to me,0,0,0
A293,想念台灣的食物,1,0,0
N1556,先從舔隔壁熟女的高跟鞋開始,0,0,0
B277,最討厭不講清楚又喜歡背後靠腰，有問題就跟我說啊,0,1,0
N1357,就外國人阿,0,0,0
N706,現在很難說,0,0,0
N3,他們真的很自卑耶,0,0,0
N294,用出油的肥手打小屌手槍 整隻屌泡在油裡你覺得呢,0,0,0
N1657,母博美頂到肺,0,0,0
N645,只有台灣ptt上的肥宅,0,0,0
N1651,他們訂單很多，擔心無法準時出貨都來不及了! 糙,0,0,0
N1178,警察就是依警職法盤查啊，你聽哪個弱智的說沒依法,0,0,0
N329,學妹有頭嗎,0,0,0
A133,覺得你的唇形跟下巴很好看哦！,1,0,0
B180,建議如果 用 說 的 說 不 出口 就 用 Line 打字 吧,0,1,0
N206,咖啡加迷姦藥 右肩JK,0,0,0
B340,凡事都一定有多面 只是在於看的人的心罷了！,0,1,0
N1887,像這種不斷改良mutant的科學家不是一堆ㄇ,0,0,0
N738,想，轉學到好學校,0,0,0
N841,名字有索都很屌簡稱索屌,0,0,0
N1275,馬的大半夜卯起來猛蓋樓是三小 好玩嗎,0,0,0
N690,不能ㄏㄏ 只能廠廠 關廠工人的心情 我懂!!!,0,0,0
N731,不信靈魂的人 就不能喜歡看鬼片 通靈王嗎 = =,0,0,0
N535,台灣嘴砲沒啥用處,0,0,0
N1532,YG家的唱功確都不算好 但LIVE都不錯穩,0,0,0
N1663,先煎再烤 牛排厚度要夠厚效果比較好,0,0,0
N1557,你好丟你學校的臉...,0,0,0
N155,仔細想想要吃什麼比較實際，杜拜飲食跟台灣差太多,0,0,0
N1676,蔡阿嘎=全台灣人？,0,0,0
N1006,盾猛自己女王搶對面女王啊,0,0,0
N1069,學期成績0分,0,0,0
N886,說真的我寧願阿桑,0,0,0
N295,愛到卡慘死,0,0,0
N597,應該是太純被砍去秤重賣了吧,0,0,0
B211,其實 這 根本 瞎扯,0,1,0
A336,可是每次看醫生都沒結論,1,0,0
N939,Mr Brown,0,0,0
N553,雞屁股20顆 你不會烙賽喔,0,0,0
N253,今天要說的是一個關於建商拿槍的故事,0,0,0
N463,菸抽太多喇,0,0,0
N1035,口的話 別說接吻啦 講話就已經是了,0,0,0
N247,總比很多不一樣的混在一起好,0,0,0
N563,賺錢幹嘛收,0,0,0
N796,幹  研究所上機考 考10個小時,0,0,0
N1351,你出來開公司研發吧 我個人贊助你1000P幣,0,0,0
N1303,我很久以前也有兩張創見SD卡 都差不多一年就壞了,0,0,0
N1524,台灣詐騙?一堆支那人還跑去跟台灣人學,0,0,0
N1449,吵輸的扯一堆東西都是一樣輸不起嘴臉,0,0,0
N1672,hebe這選項首先刪去,0,0,0
N1202,沒走過風俗街。別跟我說你去過日本,0,0,0
A92,我跟你說我們剛剛上課一起玩蝦皮金頭腦，我八題都對哈哈,1,0,0
B210,我 想 長大 學會 的 就 只是 「 承受 」,0,1,0
N811,台灣真的高道德國家,0,0,0
N273,全世界殺最多中國人的就是中國人！,0,0,0
N331,林宗成大秘書長說什麼就是什麼 你敢嘴,0,0,0
N1666,劉寶傑還好 戴立綱的聲音聽了才難過,0,0,0
N142,隱形 有人來才會出現,0,0,0
N1237,中國一個鄉長就不只貪十億了  何況省委書記,0,0,0
N750,肥宅的定義不懂?   去照鏡子拉,0,0,0
N326,盒盒想騎機車,0,0,0
N1622,沒邏輯的文組發三小廢物 白癡嗎？,0,0,0
N1643,對惠惠有意見？,0,0,0
N1094,留了鬍子要修喔，常常以為留了就不用整理,0,0,0
N1548,然後其實你也不用擔心，你先有老婆再說吧,0,0,0
A262,有時候真的會不知道要聊什麼，但我們喜歡通著電話陪著彼此的感覺,1,0,0
N278,台灣人：沒有中國新年只有農曆新年，沒有元宵節只有,0,0,0
N680,沒有戰爭的話就很難拍了 因為沒有動作場面,0,0,0
N259,「我肥宅啦 認識一下啊」,0,0,0
A54,你 喜歡 爬山 嗎 ? ,1,0,0
N896,中國自己吃就好 不用擔心別人,0,0,0
N1328,越南麥當當和星巴克價錢和台灣差不多,0,0,0
B205,人 要是 都 知足 就 不會 進步 了 ,0,1,0
N1480,轉學考跟後醫是最難的兩個考試,0,0,0
N919,工讀生:陳星是受害者,0,0,0
N953,都幾年了 麻煩直上8GB好嗎,0,0,0
N1430,用碎紙機篩選壓..一整份送進去不卡住的都當掉,0,0,0
N1611,應該是你被封鎖ㄌㄅ?,0,0,0
N1447,有啊 有集紅斑性狼瘡的,0,0,0
N575,天堂，因為你不信有地獄存在，何來的天堂,0,0,0
N1201,好啦，先幫補,0,0,0
A32,我要吃宵夜,1,0,0
B224, 我們 通常 稱 之 為 渣男,0,1,0
N65,想告訴你的是，關於生死其實是冥冥之中註定好的,0,0,0
B244,放輕鬆 些，生活 何必 太 緊張,0,1,0
N1233,國境之南 挪威 世界末日都好好看 很難選,0,0,0
B240,我覺得思想 是 何等 奇妙 的 事,0,1,0
N847,每個人每個月發四萬塊大家都會去追求興趣r,0,0,0
N351,槍口抵著頭開槍會有燒傷的痕跡,0,0,0
N1871,條件還是不一樣啊，因為客家地區沒有開放渡臺正口,0,0,0
A29,你就會問我ㄟ記不記得我之前傳給你那個醜照,1,0,0
A119,我分手一段時間了,1,0,0
N348,咪哭早就已經嫁給我了啦,0,0,0
N1349,看到國中生腦子中自帶 刀山火海BGM,0,0,0
N1009,爽吃義美泡芙中,0,0,0
N1562,依照台灣人公德心 使用完畢你一定要檢查,0,0,0
N862,搞不好賭神以後要去幹按摩的了,0,0,0
N426,超星冒險幹~喔不是蓋,0,0,0
N1194,輸美居然會因為這樣特地開一篇 可見戳到痛處,0,0,0
N269,你也知道太早喔幹  o'-'o,0,0,0
B343,他卻把身為男生力氣大當成優勢，真的很過分,0,1,0
N560,現在有兩個韓國,0,0,0
N237,會不會被吉,0,0,0
N1150,說潘阿是因為 台灣賣的比其他高所得國家還貴,0,0,0
N715,那你怎麼不滾去自殺,0,0,0
N755,如果把雞蛋丟到雞舍地上會有一堆雞衝去吃,0,0,0
N587,BV啊，但短夾不要買一邊是零錢袋的，超醜又不實用,0,0,0
N702,海線好像八卦講過好幾次吃海什麼的保育類,0,0,0
N386,當然是羅剎國公主,0,0,0
N1028,一個便當吃不夠，可以吃兩個阿,0,0,0
N1097,斷com就怪別人 理由伯,0,0,0
A50,你 喜歡 女生 長髮 還是 短髮 ? ,1,0,0
N1673,有再咬到臉頰過，給你參考。,0,0,0
N1338,哥待Va 美國女友說的,0,0,0
N852,沒爆炸就很強還嫌,0,0,0
N1488,去開房間阿,0,0,0
N1005,XDDDD這種東西破萬 盤子真威,0,0,0
N1047,你是不是射在他身上,0,0,0
N667,裝真的作示意 跟台下說先搶先贏喔 來看會變怎樣,0,0,0
N1345,常見的不新鮮問題,0,0,0
N1636,《經濟狀況》小富，還不發點P幣慶祝一下,0,0,0
N532,其實還有個設定比他猛的蓋特皇帝,0,0,0
N316,景文是我們炎神母校 誰敢嘴?,0,0,0
N851,顏楷TIGHT,0,0,0
A38,你喜歡他哪裡？,1,0,0
N1314,我現在騎機車都不鑽車了 跟汽車一起排隊空間很大,0,0,0
N543,就古早時代移民登陸的點本來就龍蛇雜處,0,0,0
N787,吞進肚子裡,0,0,0
N1078,說你只是喝養樂多，不知道為什麼像宿醉,0,0,0
N780,被別人用過很髒。,0,0,0
N210,連二輪片都下擋了<，妳現在才看 ??,0,0,0
A24,我辦KOKO卡只是為了去國賓能刷卡而已，首刷禮有夠廢，還要三筆，國泰夠廢,1,0,0
N1050,我會告訴你有些漢化組組長就是台灣人嗎,0,0,0
N906,宜 鬼島價不知道貴什麼,0,0,0
N1183,商人無祖國，有祖國的商人可能是政客,0,0,0
N810,中年才禿頭 年輕的時候很帥 導致禿頭基因被遺傳,0,0,0
N1111,會被拆掉 很不方便,0,0,0
N167,，但是要拍的那麼讓人感動好像......,0,0,0
B154,其實 我 不 知道 我 自己 這麼 做 是 不 是 對 的 ， 因為 我 一直 覺得 大一 就 該 讓 他 好好 去 玩 ， 不 想 讓 他 覺得 因為 我 而 不能 做 很多 事情 ,0,1,0
N1759,警犬大學應該可以正取沒問題,0,0,0
N1538,子瑜被找去當哈雪子了，沒什機會,0,0,0
B266,如果你願意努力那當然很好了啊,0,1,0
N327,這樣醫院會賺不到錢 很不方便,0,0,0
N754,陳林滿天下,0,0,0
N665,老一輩還要有點文化 現在根本是網路米蟲,0,0,0
A117,我女友是願意跟我走過低潮的 事實上她也是在我低潮的時候出現的,1,0,0
N1048,還不錯 喜歡,0,0,0
N950,是不會看人數？,0,0,0
N377,真愛啊 自己的男友說個低能兒還不離不棄,0,0,0
A20,你的人生中最糗的事情是什麼？,1,0,0
N927,阿發狗會狂買AMD.買下初音後嘲笑肥宅沒有女朋友,0,0,0
N1618,不要進去打擾別人好嗎,0,0,0
N304,四月7777耶,0,0,0
N303,不知道，但是殺人的罪刑比較輕,0,0,0
N289,跟後來的人交接打混技巧阿,0,0,0
A131,認識她的歌，分享給你,1,0,0
N486,小平叔贏僑牌還得靠他！,0,0,0
N1561,學店生最愛看,0,0,0
N1767,大學生連假就是要讀書,0,0,0
N57,兄弟你很有勇氣  我給你個讚,0,0,0
N1040,反正又不用繳稅，你開心去書局買一本,0,0,0
N104,我都唸costco,0,0,0
N1540,藍紫光 監視器 機器人不叫做眼睛 …,0,0,0
N743,槍間家的人，可以整天高潮,0,0,0
N11,男女朋友互叫寶貝很正常吧不然要說 欸廢物給我過來 這樣嗎,0,0,0
N1398,頭腦簡單的人不就愛整天念著幾句老梗譁眾取寵嗎?,0,0,0
A106,單身好阿，為師還是奉勸你各位啊，單身真的好阿,1,0,0
N808,不只擋還能反彈呢,0,0,0
N1828,美國哪時候沒有學長制了 = =,0,0,0
N988,國六國姓交流道對吧,0,0,0
B245,事情 既然 已經 發生 了，何不 坦然 自在 地 面對,0,1,0
N638,也沒得選喇 好調味就好了,0,0,0
N595,有興趣可以看看外國車牌  台灣真的有自己玩法,0,0,0
N549,linkin prok不要亂,0,0,0
N636,好了 而且貼著至少脖子動起來不會那麼痛,0,0,0
N1068,男的  你朋友是不是一個暴走族?,0,0,0
N1530,智障到你買不起,0,0,0
N1295,現在去澳洲根本不好賺了 更別說玩樂花的更多,0,0,0
N1287,就跟男人不會被自己的老二戳傷一樣啊,0,0,0
N1144,會嗎 我覺得那特效超中二的 屁孩最愛玩,0,0,0
N877,現在在用啊 還不錯用，用完水沖沖 偶爾刷一下就好,0,0,0
N1647,邊緣化她就好  有她的新聞不看不點擊不發FB,0,0,0
N1259,這點冷都受不了你自我了斷吧~,0,0,0
N1608,少裝了hao123,0,0,0
A135,我很胖可是我超愛碎花～自己看了花花心情就好,1,0,0
N685,然後他就死了,0,0,0
N1874,阿前面幾個都講完了啊。剩下不用講就是答案了,0,0,0
B214,所以 說 教育 還是 很 重要,0,1,0
N1724,沒看過 分房至少33年了...我媽都妹妹睡,0,0,0
N1461,沒想到是他耶 和小時候滿不一樣的,0,0,0
N1504,車要左右轉對騎機車來說都是發生意外的機率還蠻高的,0,0,0
B181,感覺 年紀 越 大 真的 懶得 管 跟 室友 感情 好不好,0,1,0
N1697,一堆人檢討別人的頭髮 想必自己一定很帥吼?,0,0,0
N1278,聽街訪鄰居說 是花錢買通官員 弄成貧瘠地躲過,0,0,0
N620,都國三了 以為自己兒子沒腦喔,0,0,0
A33,幹 我感覺有點沒力,1,0,0
N1496,能夠吃到當場現拉麵條的，台灣有這種店嗎?,0,0,0
N649,有長凳的話 鼻子勉強跟他平手,0,0,0
N1422,薪資一樣當然基層  帶人扛責任累死你,0,0,0
N1437,拿不到金馬獎意外嗎 看看現在的金馬獎 根本金雞獎,0,0,0
N24,經濟的主要來源並不是拿來在家暴上的精神抒發作為藉口，家暴就是家暴。,0,0,0
N457,13億的大國整天想強暴2300萬的國家,0,0,0
N1113,不是有出聲音就會像好嘛?,0,0,0
N1603,連辦比賽在台灣 台灣都自己矮化自己了,0,0,0
A128,能請問你是用什麼軟體畫畫嗎?,1,0,0
N234,說ㄅ想回還ㄅ是回惹 g軟當窩ㄉ小天使好不好?,0,0,0
N159,禿頭中國人,0,0,0
N115,看總統大選預測就知道這些人水準,0,0,0
N1494,我同學還是吃得很開心然後他爸先崩潰了,0,0,0
N1884,Gordon很會帶人 不知道阿基師怎樣,0,0,0
N1438,你的暱稱是怎樣阿,0,0,0
A351,喉嚨變超乾 去檢查 醫生還以為我長期抽煙,1,0,0
N1741,人鬼畸戀阿,0,0,0
N1670,哇靠，律子老師有鬼手！,0,0,0
N1644,每次有這話題講元年  通常都只會有這一年...,0,0,0
B185,我才不會這樣想勒,0,1,0
N506,殺爆國民黨的白色恐怖面具，無價,0,0,0
N106,"覺得一定要有實質相關內容才能用""#""才是怪事吧",0,0,0
N1263,沒邊查字典,0,0,0
N1468,你在說笑嗎 都不給建了還談什麼發展,0,0,0
N686,公開出櫃再來這 謝謝喔,0,0,0
B140,感情 本來 就 要 互相 了 ,0,1,0
N261,只會一直吃吃吃吃吃吃吃吃,0,0,0
N1293,連門都進不去,0,0,0
N1599,特務也叫英啊,0,0,0
B186,感情 應當 是 互相 尊重 包容,0,1,0
B194,我相信你阿,0,1,0
B187,感情不 該 放 在 天秤 上 去 做 衡量 ,0,1,0
N629,有個小時候被老爸燒的老師，上課時提了「可能性」，,0,0,0
C305,其 他人 一起 霸凌 了 一個 同學 。 ,0,0,1
A34,喜歡看哪種電影？,1,0,0
A79,都 覺得 用 手機 告白 很 爛 ， 沒 誠意 ,1,0,0
N958,可以美國總統最喜歡這個詞,0,0,0
N1380,台文系台語系才是鄉民口中的顏色正確吧,0,0,0
N119,尼明天一早起乃9會下大雨了喇 大到你出不了門,0,0,0
N1537,先被自己的廢物長官學長腦袋置換成大便,0,0,0
A147,支不支持同志結婚？,1,0,0
N1544,特斯拉能應付台灣交通嗎？,0,0,0
N882,對啊 為什麼不用華康少女體 ? 都20年了耶,0,0,0
N1750,去上廁所啊 老師或學長都會放你去,0,0,0
N1725,當你孤單你會想騎誰,0,0,0
N1794,金城武好帥！,0,0,0
N337,叫他舉辦校內寫生大會啊,0,0,0
N1877,喔喔！是火燒的肥宅,0,0,0
N1528,有問題要免費解決，就會知道被問組電腦 裝死就好,0,0,0
N489,特別放一個垃圾桶 也一堆人要彈很遠 很幹,0,0,0
N705,因為實際上做不到 只會變成地下化而已,0,0,0
N1691,Jay Kay迷報到,0,0,0
N1829,快桶承軒真的不知道在幹三小,0,0,0
